coo: 36.3302284_-119.2920585,E 00:00:00,A 00:00:00,E 01:00:00,A 01:00:00,E 02:00:00,A 02:00:00,E 03:00:00,A 03:00:00,E 04:00:00,A 04:00:00,E 05:00:00,A 05:00:00,E 06:00:00,A 06:00:00,E 07:00:00,A 07:00:00,E 08:00:00,A 08:00:00,E 09:00:00,A 09:00:00,E 10:00:00,A 10:00:00,E 11:00:00,A 11:00:00,E 12:00:00,A 12:00:00,E 13:00:00,A 13:00:00,E 14:00:00,A 14:00:00,E 15:00:00,A 15:00:00,E 16:00:00,A 16:00:00,E 17:00:00,A 17:00:00,E 18:00:00,A 18:00:00,E 19:00:00,A 19:00:00,E 20:00:00,A 20:00:00,E 21:00:00,A 21:00:00,E 22:00:00,A 22:00:00,E 23:00:00,A 23:00:00
11/4/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16.49,124.43,25.69,136.38,32.87,150.78,37.17,167.65,37.84,185.87,34.76,203.4,28.5,218.71,19.92,231.47,9.79,242.14,-1.32,251.4,--,--,--,--,--,--,--,--,--,--,--,--
11/5/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16.27,124.64,25.44,136.57,32.59,150.92,36.87,167.71,37.54,185.82,34.48,203.27,28.24,218.53,19.69,231.25,9.6,241.91,-1.49,251.16,--,--,--,--,--,--,--,--,--,--,--,--
11/6/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16.04,124.85,25.19,136.75,32.32,151.05,36.58,167.76,37.25,185.78,34.2,203.14,27.99,218.34,19.47,231.04,9.4,241.68,-1.66,250.92,--,--,--,--,--,--,--,--,--,--,--,--
11/7/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.37,114.98,15.82,125.05,24.94,136.93,32.04,151.18,36.28,167.81,36.96,185.73,33.93,203.01,27.75,218.15,19.26,230.82,9.22,241.45,--,--,--,--,--,--,--,--,--,--,--,--
11/8/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.17,115.2,15.6,125.24,24.7,137.09,31.77,151.3,36,167.85,36.67,185.68,33.66,202.87,27.51,217.97,19.05,230.61,9.04,241.22,--,--,--,--,--,--,--,--,--,--,--,--
11/9/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.97,115.4,15.38,125.43,24.45,137.26,31.5,151.41,35.71,167.89,36.39,185.62,33.4,202.74,27.28,217.78,18.85,230.4,8.86,240.99,--,--,--,--,--,--,--,--,--,--,--,--
11/10/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.77,115.6,15.16,125.61,24.21,137.41,31.24,151.52,35.43,167.92,36.11,185.57,33.15,202.6,27.06,217.6,18.66,230.19,8.69,240.77,--,--,--,--,--,--,--,--,--,--,--,--
11/11/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.57,115.79,14.94,125.79,23.97,137.56,30.98,151.62,35.16,167.95,35.84,185.5,32.9,202.47,26.84,217.41,18.47,229.98,8.53,240.55,--,--,--,--,--,--,--,--,--,--,--,--
11/12/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.37,115.98,14.72,125.95,23.73,137.7,30.72,151.71,34.89,167.97,35.58,185.44,32.65,202.33,26.62,217.23,18.28,229.77,8.37,240.33,--,--,--,--,--,--,--,--,--,--,--,--
11/13/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.17,116.16,14.51,126.12,23.49,137.83,30.46,151.8,34.62,167.99,35.31,185.37,32.41,202.19,26.41,217.04,18.1,229.57,8.21,240.11,--,--,--,--,--,--,--,--,--,--,--,--
11/14/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.98,116.33,14.29,126.27,23.26,137.96,30.21,151.88,34.36,168,35.06,185.3,32.18,202.05,26.21,216.86,17.93,229.36,8.07,239.89,--,--,--,--,--,--,--,--,--,--,--,--
11/15/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.78,116.5,14.08,126.42,23.03,138.08,29.96,151.95,34.1,168,34.81,185.23,31.95,201.91,26.01,216.68,17.76,229.16,7.93,239.67,--,--,--,--,--,--,--,--,--,--,--,--
11/16/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.59,116.66,13.87,126.56,22.8,138.2,29.71,152.02,33.85,168,34.57,185.15,31.73,201.77,25.82,216.5,17.6,228.95,7.79,239.46,--,--,--,--,--,--,--,--,--,--,--,--
11/17/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.39,116.82,13.66,126.7,22.57,138.3,29.47,152.09,33.61,168,34.33,185.07,31.52,201.63,25.64,216.32,17.45,228.75,7.66,239.25,--,--,--,--,--,--,--,--,--,--,--,--
11/18/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.2,116.97,13.45,126.83,22.35,138.4,29.24,152.14,33.36,167.99,34.1,184.99,31.31,201.48,25.46,216.14,17.3,228.55,7.54,239.04,--,--,--,--,--,--,--,--,--,--,--,--
11/19/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.01,117.11,13.25,126.95,22.13,138.5,29,152.19,33.13,167.98,33.87,184.91,31.11,201.34,25.29,215.96,17.16,228.36,7.42,238.83,--,--,--,--,--,--,--,--,--,--,--,--
11/20/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.82,117.25,13.05,127.07,21.91,138.59,28.77,152.23,32.9,167.96,33.65,184.82,30.91,201.2,25.12,215.78,17.02,228.16,7.31,238.63,--,--,--,--,--,--,--,--,--,--,--,--
11/21/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.64,117.38,12.84,127.18,21.69,138.67,28.55,152.27,32.67,167.94,33.44,184.73,30.72,201.05,24.96,215.6,16.89,227.97,7.21,238.43,--,--,--,--,--,--,--,--,--,--,--,--
11/22/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.45,117.5,12.65,127.28,21.48,138.74,28.33,152.3,32.45,167.91,33.23,184.64,30.54,200.91,24.81,215.42,16.77,227.78,7.11,238.23,--,--,--,--,--,--,--,--,--,--,--,--
11/23/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.27,117.61,12.45,127.38,21.27,138.81,28.11,152.33,32.23,167.88,33.03,184.54,30.36,200.76,24.66,215.25,16.65,227.59,7.02,238.03,--,--,--,--,--,--,--,--,--,--,--,--
11/24/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.08,117.72,12.26,127.47,21.07,138.87,27.9,152.35,32.02,167.84,32.83,184.44,30.19,200.61,24.52,215.07,16.54,227.4,6.93,237.84,--,--,--,--,--,--,--,--,--,--,--,--
11/25/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.9,117.83,12.07,127.55,20.87,138.93,27.7,152.36,31.82,167.8,32.65,184.34,30.03,200.47,24.39,214.9,16.44,227.21,6.85,237.65,--,--,--,--,--,--,--,--,--,--,--,--
11/26/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.73,117.92,11.88,127.63,20.67,138.98,27.5,152.37,31.62,167.75,32.46,184.24,29.87,200.32,24.27,214.73,16.34,227.03,6.78,237.46,--,--,--,--,--,--,--,--,--,--,--,--
11/27/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.55,118.01,11.69,127.7,20.48,139.02,27.3,152.37,31.43,167.7,32.29,184.14,29.73,200.18,24.15,214.56,16.25,226.85,6.71,237.28,--,--,--,--,--,--,--,--,--,--,--,--
11/28/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.38,118.09,11.51,127.76,20.29,139.05,27.11,152.37,31.25,167.65,32.12,184.03,29.58,200.03,24.04,214.39,16.17,226.67,6.65,237.09,--,--,--,--,--,--,--,--,--,--,--,--
11/29/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.2,118.17,11.33,127.82,20.11,139.08,26.92,152.36,31.07,167.59,31.96,183.92,29.45,199.88,23.93,214.22,16.09,226.5,6.6,236.92,--,--,--,--,--,--,--,--,--,--,--,--
11/30/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.04,118.24,11.16,127.87,19.93,139.11,26.74,152.35,30.89,167.53,31.8,183.81,29.32,199.73,23.83,214.06,16.02,226.32,6.55,236.74,--,--,--,--,--,--,--,--,--,--,--,--
12/1/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.87,118.3,10.99,127.91,19.75,139.12,26.56,152.33,30.73,167.46,31.65,183.7,29.2,199.59,23.74,213.89,15.96,226.15,6.51,236.57,--,--,--,--,--,--,--,--,--,--,--,--
12/2/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.71,118.36,10.82,127.95,19.58,139.14,26.39,152.3,30.57,167.39,31.51,183.58,29.09,199.44,23.66,213.73,15.9,225.99,6.47,236.4,--,--,--,--,--,--,--,--,--,--,--,--
12/3/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.55,118.41,10.65,127.98,19.41,139.14,26.23,152.27,30.41,167.32,31.38,183.47,28.98,199.29,23.58,213.57,15.85,225.82,6.45,236.24,--,--,--,--,--,--,--,--,--,--,--,--
12/4/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.39,118.45,10.49,128,19.25,139.14,26.07,152.24,30.26,167.24,31.25,183.35,28.88,199.15,23.51,213.41,15.8,225.66,6.42,236.08,--,--,--,--,--,--,--,--,--,--,--,--
12/5/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.24,118.48,10.34,128.02,19.09,139.13,25.92,152.2,30.12,167.16,31.13,183.23,28.79,199,23.45,213.25,15.77,225.5,6.41,235.92,--,--,--,--,--,--,--,--,--,--,--,--
12/6/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.08,118.51,10.18,128.03,18.94,139.12,25.77,152.15,29.99,167.08,31.02,183.11,28.7,198.86,23.39,213.1,15.74,225.35,6.4,235.77,--,--,--,--,--,--,--,--,--,--,--,--
12/7/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.06,118.53,10.03,128.03,18.79,139.1,25.63,152.1,29.86,166.99,30.92,182.99,28.63,198.71,23.34,212.95,15.71,225.2,6.4,235.62,--,--,--,--,--,--,--,--,--,--,--,--
12/8/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.21,118.55,9.89,128.03,18.65,139.07,25.49,152.04,29.74,166.9,30.82,182.87,28.56,198.57,23.3,212.8,15.7,225.05,6.4,235.47,--,--,--,--,--,--,--,--,--,--,--,--
12/9/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.35,118.56,9.75,128.02,18.51,139.04,25.36,151.98,29.63,166.81,30.73,182.74,28.49,198.43,23.27,212.65,15.69,224.9,6.41,235.33,--,--,--,--,--,--,--,--,--,--,--,--
12/10/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.49,118.56,9.61,128.01,18.38,139.01,25.24,151.92,29.52,166.71,30.64,182.61,28.44,198.29,23.24,212.5,15.68,224.76,6.42,235.2,--,--,--,--,--,--,--,--,--,--,--,--
12/11/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.62,118.55,9.48,127.99,18.25,138.96,25.12,151.85,29.42,166.61,30.57,182.49,28.39,198.15,23.22,212.36,15.69,224.62,6.44,235.07,--,--,--,--,--,--,--,--,--,--,--,--
12/12/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.75,118.54,9.35,127.96,18.13,138.92,25.01,151.77,29.33,166.5,30.5,182.36,28.35,198.01,23.21,212.22,15.7,224.49,6.47,234.94,--,--,--,--,--,--,--,--,--,--,--,--
12/13/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.23,127.93,18.01,138.86,24.91,151.7,29.24,166.4,30.44,182.23,28.32,197.87,23.2,212.08,15.71,224.36,6.51,234.82,--,--,--,--,--,--,--,--,--,--,--,--
12/14/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.11,127.89,17.9,138.8,24.81,151.61,29.16,166.29,30.39,182.1,28.29,197.73,23.2,211.95,15.73,224.23,6.55,234.7,--,--,--,--,--,--,--,--,--,--,--,--
12/15/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,127.84,17.8,138.74,24.72,151.52,29.09,166.18,30.34,181.97,28.28,197.59,23.21,211.82,15.76,224.11,6.59,234.59,--,--,--,--,--,--,--,--,--,--,--,--
12/16/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.89,127.79,17.7,138.67,24.63,151.43,29.02,166.06,30.3,181.84,28.27,197.46,23.22,211.69,15.8,223.99,6.64,234.48,--,--,--,--,--,--,--,--,--,--,--,--
12/17/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.79,127.73,17.61,138.6,24.55,151.34,28.97,165.94,30.27,181.71,28.26,197.33,23.25,211.56,15.84,223.88,6.7,234.38,--,--,--,--,--,--,--,--,--,--,--,--
12/18/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.69,127.67,17.52,138.52,24.48,151.24,28.92,165.82,30.25,181.58,28.27,197.19,23.28,211.44,15.89,223.77,6.76,234.28,--,--,--,--,--,--,--,--,--,--,--,--
12/19/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.6,127.6,17.44,138.43,24.42,151.13,28.87,165.7,30.23,181.45,28.28,197.06,23.31,211.32,15.95,223.67,6.83,234.19,--,--,--,--,--,--,--,--,--,--,--,--
12/20/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.51,127.53,17.36,138.34,24.36,151.02,28.84,165.58,30.22,181.32,28.3,196.94,23.36,211.21,16.01,223.57,6.91,234.1,--,--,--,--,--,--,--,--,--,--,--,--
12/21/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.43,127.45,17.29,138.25,24.31,150.91,28.81,165.45,30.22,181.18,28.33,196.81,23.41,211.1,16.08,223.47,6.99,234.02,--,--,--,--,--,--,--,--,--,--,--,--
12/22/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.35,127.36,17.23,138.15,24.26,150.8,28.79,165.32,30.23,181.05,28.36,196.69,23.46,210.99,16.15,223.38,7.07,233.94,--,--,--,--,--,--,--,--,--,--,--,--
12/23/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.28,127.27,17.17,138.04,24.22,150.68,28.78,165.19,30.25,180.92,28.4,196.57,23.53,210.88,16.23,223.3,7.16,233.87,--,--,--,--,--,--,--,--,--,--,--,--
12/24/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.21,127.18,17.12,137.93,24.19,150.56,28.77,165.06,30.27,180.79,28.45,196.45,23.6,210.78,16.32,223.21,7.26,233.81,--,--,--,--,--,--,--,--,--,--,--,--
12/25/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.15,127.07,17.08,137.82,24.17,150.43,28.77,164.93,30.3,180.66,28.51,196.33,23.68,210.69,16.41,223.14,7.36,233.75,--,--,--,--,--,--,--,--,--,--,--,--
12/26/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.1,126.97,17.04,137.7,24.15,150.3,28.78,164.79,30.34,180.53,28.57,196.21,23.76,210.6,16.51,223.07,7.47,233.69,--,--,--,--,--,--,--,--,--,--,--,--
12/27/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.05,126.86,17.01,137.58,24.14,150.17,28.8,164.66,30.38,180.4,28.64,196.1,23.85,210.51,16.61,223,7.58,233.65,--,--,--,--,--,--,--,--,--,--,--,--
12/28/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.01,126.74,16.98,137.45,24.14,150.03,28.83,164.52,30.43,180.27,28.72,195.99,23.95,210.42,16.72,222.94,7.7,233.6,--,--,--,--,--,--,--,--,--,--,--,--
12/29/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.97,126.62,16.96,137.32,24.15,149.89,28.86,164.38,30.49,180.14,28.81,195.89,24.05,210.34,16.83,222.89,7.82,233.57,--,--,--,--,--,--,--,--,--,--,--,--
12/30/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.94,126.49,16.95,137.19,24.16,149.75,28.9,164.24,30.56,180.01,28.9,195.78,24.16,210.27,16.96,222.84,7.95,233.54,--,--,--,--,--,--,--,--,--,--,--,--
12/31/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.92,126.36,16.94,137.05,24.18,149.61,28.94,164.09,30.64,179.88,29,195.68,24.28,210.2,17.08,222.79,8.08,233.51,--,--,--,--,--,--,--,--,--,--,--,--
1/1/22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.89,126.19,16.95,136.87,24.21,149.43,29.01,163.92,30.74,179.72,29.13,195.56,24.43,210.11,17.25,222.74,8.25,233.49,--,--,--,--,--,--,--,--,--,--,--,--
