coo: 36.3302284_-119.2920585,E 00:00:00,A 00:00:00,E 01:00:00,A 01:00:00,E 02:00:00,A 02:00:00,E 03:00:00,A 03:00:00,E 04:00:00,A 04:00:00,E 05:00:00,A 05:00:00,E 06:00:00,A 06:00:00,E 07:00:00,A 07:00:00,E 08:00:00,A 08:00:00,E 09:00:00,A 09:00:00,E 10:00:00,A 10:00:00,E 11:00:00,A 11:00:00,E 12:00:00,A 12:00:00,E 13:00:00,A 13:00:00,E 14:00:00,A 14:00:00,E 15:00:00,A 15:00:00,E 16:00:00,A 16:00:00,E 17:00:00,A 17:00:00,E 18:00:00,A 18:00:00,E 19:00:00,A 19:00:00,E 20:00:00,A 20:00:00,E 21:00:00,A 21:00:00,E 22:00:00,A 22:00:00,E 23:00:00,A 23:00:00
4/4/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15.57,94.11,27.51,103.76,38.91,115.32,49.08,130.59,56.7,152.03,59.68,179.99,56.73,207.98,49.13,229.46,38.97,244.76,27.59,256.35,15.67,266.02,3.6,274.94,-8.3,283.95,--,--,--,--,--,--,--,--
4/5/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15.85,93.83,27.8,103.47,39.22,115.02,49.42,130.32,57.08,151.89,60.06,180.14,57.05,208.37,49.38,229.9,39.18,245.18,27.77,256.73,15.83,266.38,3.77,275.29,-8.12,284.3,--,--,--,--,--,--,--,--
4/6/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16.13,93.56,28.09,103.18,39.52,114.73,49.76,130.05,57.45,151.74,60.44,180.28,57.37,208.76,49.63,230.35,39.38,245.6,27.94,257.12,16,266.74,3.94,275.63,-7.94,284.64,--,--,--,--,--,--,--,--
4/7/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16.41,93.28,28.37,102.89,39.83,114.43,50.09,129.77,57.83,151.59,60.82,180.43,57.69,209.15,49.88,230.8,39.58,246.03,28.12,257.5,16.16,267.1,4.1,275.98,-7.76,284.98,--,--,--,--,--,--,--,--
4/8/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16.68,93.01,28.65,102.61,40.13,114.13,50.43,129.49,58.2,151.43,61.19,180.57,58.01,209.55,50.13,231.24,39.78,246.44,28.29,257.89,16.32,267.46,4.27,276.32,-7.59,285.32,--,--,--,--,--,--,--,--
4/9/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16.95,92.74,28.93,102.32,40.43,113.82,50.76,129.2,58.56,151.28,61.56,180.72,58.32,209.95,50.37,231.69,39.98,246.86,28.46,258.27,16.49,267.81,4.43,276.66,-7.41,285.65,--,--,--,--,--,--,--,--
4/10/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17.22,92.46,29.21,102.03,40.72,113.52,51.09,128.91,58.93,151.11,61.93,180.87,58.63,210.35,50.61,232.15,40.17,247.28,28.63,258.65,16.65,268.16,4.59,277,-7.23,285.98,--,--,--,--,--,--,--,--
4/11/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17.49,92.19,29.48,101.74,41.02,113.21,51.41,128.62,59.29,150.95,62.29,181.02,58.94,210.76,50.85,232.6,40.37,247.7,28.8,259.03,16.81,268.51,4.76,277.33,-7.05,286.31,--,--,--,--,--,--,--,--
4/12/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17.75,91.92,29.75,101.44,41.31,112.91,51.73,128.32,59.65,150.78,62.66,181.17,59.24,211.17,51.09,233.05,40.56,248.11,28.97,259.4,16.97,268.86,4.92,277.66,-6.88,286.64,--,--,--,--,--,--,--,--
4/13/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18.01,91.64,30.02,101.15,41.59,112.6,52.05,128.03,60.01,150.6,63.02,181.32,59.54,211.58,51.32,233.5,40.75,248.53,29.13,259.78,17.12,269.21,5.08,277.99,-6.7,286.96,--,--,--,--,--,--,--,--
4/14/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18.27,91.37,30.28,100.86,41.87,112.29,52.37,127.72,60.36,150.43,63.37,181.47,59.84,211.99,51.55,233.95,40.93,248.94,29.3,260.15,17.28,269.55,5.24,278.32,-6.52,287.28,--,--,--,--,--,--,--,--
4/15/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18.52,91.1,30.54,100.57,42.15,111.98,52.68,127.42,60.71,150.24,63.73,181.62,60.13,212.41,51.78,234.41,41.12,249.35,29.46,260.52,17.44,269.89,5.41,278.64,-6.35,287.6,--,--,--,--,--,--,--,--
4/16/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18.77,90.83,30.8,100.28,42.42,111.66,52.98,127.11,61.06,150.05,64.08,181.77,60.43,212.83,52,234.86,41.3,249.76,29.62,260.89,17.59,270.23,5.57,278.96,-6.17,287.91,--,--,--,--,--,--,--,--
4/17/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19.02,90.56,31.05,99.99,42.69,111.35,53.28,126.8,61.4,149.86,64.43,181.92,60.72,213.25,52.23,235.31,41.48,250.17,29.78,261.25,17.75,270.56,5.73,279.28,-5.99,288.22,--,--,--,--,--,--,--,--
4/18/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19.27,90.29,31.3,99.7,42.96,111.03,53.58,126.48,61.74,149.66,64.78,182.07,61,213.67,52.45,235.76,41.66,250.58,29.94,261.61,17.9,270.9,5.89,279.6,-5.82,288.53,--,--,--,--,--,--,--,--
4/19/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19.51,90.02,31.55,99.4,43.22,110.72,53.88,126.16,62.08,149.46,65.12,182.22,61.28,214.1,52.66,236.21,41.84,250.98,30.1,261.97,18.06,271.23,6.05,279.91,-5.64,288.83,--,--,--,--,--,--,--,--
4/20/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19.74,89.75,31.79,99.11,43.48,110.4,54.16,125.84,62.41,149.25,65.46,182.36,61.56,214.52,52.88,236.66,42.01,251.38,30.26,262.33,18.21,271.55,6.21,280.21,-5.47,289.13,--,--,--,--,--,--,--,--
4/21/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19.98,89.49,32.03,98.82,43.73,110.08,54.45,125.51,62.74,149.04,65.8,182.51,61.84,214.95,53.09,237.1,42.18,251.77,30.41,262.68,18.36,271.87,6.37,280.52,-5.29,289.42,--,--,--,--,--,--,--,--
4/22/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20.21,89.22,32.26,98.53,43.98,109.76,54.73,125.18,63.06,148.82,66.13,182.66,62.11,215.37,53.3,237.55,42.35,252.17,30.57,263.03,18.51,272.19,6.52,280.82,-5.12,289.71,--,--,--,--,--,--,--,--
4/23/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20.43,88.95,32.49,98.24,44.23,109.44,55,124.85,63.38,148.59,66.46,182.8,62.38,215.8,53.5,237.99,42.52,252.56,30.72,263.37,18.66,272.51,6.68,281.11,-4.95,290,--,--,--,--,--,--,--,--
4/24/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20.65,88.69,32.71,97.95,44.47,109.12,55.27,124.52,63.69,148.36,66.79,182.94,62.65,216.23,53.7,238.43,42.69,252.95,30.87,263.71,18.81,272.82,6.84,281.41,-4.77,290.28,--,--,--,--,--,--,--,--
4/25/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20.87,88.43,32.93,97.66,44.7,108.8,55.54,124.18,64,148.12,67.11,183.09,62.91,216.66,53.9,238.87,42.86,253.33,31.02,264.05,18.96,273.12,6.99,281.7,-4.6,290.56,--,--,--,--,--,--,--,--
4/26/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21.08,88.17,33.15,97.37,44.93,108.48,55.8,123.84,64.31,147.88,67.43,183.23,63.17,217.08,54.1,239.3,43.02,253.71,31.17,264.39,19.11,273.43,7.15,281.98,-4.43,290.83,--,--,--,--,--,--,--,--
4/27/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21.29,87.91,33.36,97.09,45.15,108.16,56.06,123.49,64.61,147.63,67.74,183.36,63.42,217.51,54.3,239.73,43.18,254.09,31.32,264.72,19.25,273.73,7.3,282.26,-4.26,291.1,--,--,--,--,--,--,--,--
4/28/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21.5,87.65,33.57,96.8,45.37,107.84,56.31,123.15,64.91,147.38,68.05,183.5,63.67,217.93,54.49,240.16,43.34,254.46,31.47,265.04,19.4,274.02,7.46,282.54,-4.09,291.36,--,--,--,--,--,--,--,--
4/29/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21.7,87.39,33.77,96.51,45.59,107.51,56.55,122.8,65.2,147.12,68.36,183.63,63.92,218.36,54.68,240.58,43.5,254.83,31.61,265.36,19.54,274.31,7.61,282.81,-3.92,291.62,--,--,--,--,--,--,--,--
4/30/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21.89,87.13,33.97,96.23,45.8,107.19,56.79,122.45,65.48,146.85,68.66,183.76,64.17,218.78,54.87,241.01,43.66,255.19,31.75,265.68,19.69,274.6,7.77,283.08,-3.75,291.88,--,--,--,--,--,--,--,--
5/1/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22.08,86.88,34.16,95.95,46,106.87,57.02,122.1,65.76,146.58,68.96,183.88,64.41,219.2,55.05,241.42,43.81,255.55,31.9,265.99,19.83,274.88,7.92,283.34,-3.58,292.13,--,--,--,--,--,--,--,--
5/2/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22.27,86.63,34.35,95.67,46.2,106.55,57.25,121.74,66.04,146.3,69.26,184,64.65,219.61,55.23,241.83,43.96,255.9,32.04,266.3,19.97,275.16,8.07,283.6,-3.41,292.37,--,--,--,--,--,--,--,--
5/3/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22.45,86.38,34.53,95.39,46.4,106.23,57.47,121.39,66.31,146.01,69.55,184.12,64.88,220.03,55.41,242.24,44.11,256.25,32.18,266.6,20.12,275.43,8.22,283.85,-3.24,292.61,--,--,--,--,--,--,--,--
5/4/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22.63,86.13,34.71,95.11,46.59,105.91,57.69,121.03,66.57,145.72,69.83,184.23,65.11,220.44,55.59,242.65,44.26,256.6,32.32,266.9,20.26,275.7,8.37,284.1,-3.08,292.85,--,--,--,--,--,--,--,--
5/5/21,--,--,--,--,--,--,--,--,--,--,--,--,10.85,77.5,22.8,85.88,34.88,94.83,46.77,105.59,57.9,120.67,66.83,145.43,70.12,184.34,65.34,220.85,55.76,243.04,44.41,256.94,32.46,267.2,20.4,275.96,8.52,284.34,-2.91,293.08,--,--,--,--,--,--,--,--
5/6/21,--,--,--,--,--,--,--,--,--,--,--,--,11.02,77.28,22.97,85.64,35.05,94.56,46.95,105.28,58.11,120.31,67.09,145.12,70.39,184.44,65.56,221.25,55.93,243.44,44.56,257.27,32.59,267.48,20.53,276.22,8.66,284.58,-2.75,293.31,--,--,--,--,--,--,--,--
5/7/21,--,--,--,--,--,--,--,--,--,--,--,--,11.19,77.05,23.13,85.39,35.21,94.28,47.12,104.96,58.31,119.95,67.34,144.81,70.67,184.54,65.78,221.66,56.1,243.82,44.7,257.6,32.73,267.77,20.67,276.47,8.81,284.81,-2.59,293.53,--,--,--,--,--,--,--,--
5/8/21,--,--,--,--,--,--,--,--,--,--,--,--,11.36,76.84,23.29,85.15,35.37,94.01,47.29,104.65,58.5,119.59,67.58,144.5,70.94,184.64,66,222.05,56.27,244.2,44.84,257.92,32.86,268.04,20.81,276.72,8.96,285.04,-2.43,293.74,--,--,--,--,--,--,--,--
5/9/21,--,--,--,--,--,--,--,--,--,--,--,--,11.52,76.62,23.44,84.92,35.52,93.75,47.45,104.34,58.69,119.23,67.81,144.18,71.2,184.72,66.21,222.44,56.43,244.58,44.98,258.24,33,268.32,20.94,276.96,9.1,285.27,-2.27,293.95,--,--,--,--,--,--,--,--
5/10/21,--,--,--,--,--,--,--,--,--,--,--,--,11.67,76.4,23.59,84.68,35.67,93.48,47.61,104.03,58.87,118.87,68.04,143.85,71.46,184.81,66.42,222.83,56.59,244.95,45.12,258.55,33.13,268.58,21.08,277.2,9.25,285.48,-2.11,294.16,--,--,--,--,--,--,--,--
5/11/21,--,--,--,--,--,--,--,--,--,--,--,--,11.82,76.19,23.73,84.45,35.81,93.22,47.76,103.72,59.04,118.51,68.27,143.52,71.71,184.88,66.62,223.21,56.75,245.31,45.26,258.85,33.26,268.84,21.21,277.43,9.39,285.7,-1.95,294.35,--,--,--,--,--,--,--,--
5/12/21,--,--,--,--,--,--,--,--,--,--,--,--,11.97,75.98,23.87,84.22,35.94,92.96,47.9,103.42,59.21,118.15,68.48,143.19,71.96,184.95,66.82,223.59,56.91,245.67,45.39,259.15,33.39,269.1,21.34,277.66,9.53,285.9,-1.8,294.55,--,--,--,--,--,--,--,--
5/13/21,--,--,--,--,--,--,--,--,--,--,--,--,12.11,75.78,24,84,36.08,92.7,48.04,103.12,59.38,117.79,68.69,142.85,72.2,185.01,67.02,223.96,57.06,246.02,45.53,259.44,33.52,269.35,21.47,277.88,9.67,286.11,-1.64,294.74,--,--,--,--,--,--,--,--
5/14/21,--,--,--,--,--,--,--,--,--,--,--,--,12.25,75.58,24.13,83.77,36.2,92.45,48.17,102.82,59.53,117.43,68.9,142.5,72.44,185.07,67.21,224.32,57.21,246.36,45.66,259.72,33.64,269.59,21.6,278.09,9.81,286.3,-1.49,294.92,--,--,--,--,--,--,--,--
